frame_id,x,y
531,1280,720
532,1280,720
533,1280,720
534,1280,720
535,1280,720
536,1280,720
537,1280,720
538,1280,720
539,1280,720
540,1280,720
541,1280,720
542,1280,720
543,1280,720
544,1280,720
545,1280,720
546,1280,720
547,1280,720
548,1280,720
549,1280,720
550,1280,720
551,1280,720
552,1280,720
553,1280,720
554,1280,720
555,1280,720
556,1280,720
557,1280,720
558,1280,720
559,1280,720
560,1280,720
561,1280,720
562,1280,720
563,1280,720
564,1280,720
565,1280,720
566,1280,720
567,1280,720
568,1280,720
569,1280,720
570,1280,720
571,1280,720
572,1280,720
573,1280,720
574,1280,720
575,1280,720
576,1280,720
577,1280,720
578,1280,720
579,1280,720
580,1280,720
581,1280,720
582,1280,720
583,1280,720
584,1280,720
585,1280,720
586,1280,720
587,1280,720
588,1280,720
589,1280,720
590,1280,720
591,1280,720
592,1280,720
593,1280,720
594,1280,720
595,1280,720
596,1280,720
