frame_id,x,y
320,286.0,118.0
321,288.0,118.0
322,281.0,119.0
323,274.0,120.0
324,269.0,121.0
325,264.0,122.0
326,259.0,122.0
327,254.0,122.0
328,248.0,121.0
329,242.0,120.0
330,233.0,125.0
331,224.0,130.0
332,219.0,136.0
333,214.0,142.0
334,208.0,149.0
335,202.0,156.0
336,198.0,165.0
337,194.0,174.0
338,189.0,183.0
339,184.0,192.0
340,182.0,201.0
341,180.0,210.0
342,172.0,222.0
343,164.0,234.0
344,161.0,240.0
345,158.0,246.0
346,156.0,253.0
347,154.0,260.0
348,155.0,265.0
349,156.0,270.0
350,153.0,275.0
351,150.0,280.0
352,148.0,286.0
353,146.0,292.0
354,141.0,298.0
355,136.0,304.0
356,137.0,311.0
357,138.0,318.0
358,143.0,329.0
359,148.0,340.0
360,154.0,348.0
361,160.0,356.0
362,166.0,366.0
363,172.0,376.0
364,181.0,385.0
365,190.0,394.0
366,197.0,403.0
367,204.0,412.0
368,212.0,421.0
369,220.0,430.0
370,226.0,438.0
371,232.0,446.0
372,240.0,455.0
373,248.0,464.0
374,256.0,475.0
375,264.0,486.0
376,271.0,494.0
377,278.0,502.0
378,278.0,508.0
379,278.0,514.0
380,276.0,519.0
381,274.0,524.0
382,271.0,531.0
383,268.0,538.0
384,265.0,543.0
385,262.0,548.0
386,261.0,553.0
387,260.0,558.0
388,264.0,563.0
389,268.0,568.0
390,272.0,573.0
391,276.0,578.0
392,279.0,583.0
393,282.0,588.0
394,288.0,592.0
395,294.0,596.0
396,299.0,600.0
397,304.0,604.0
398,307.0,609.0
399,310.0,614.0
400,318.0,619.0
401,326.0,624.0
402,330.0,628.0
403,334.0,632.0
404,335.0,632.0
405,336.0,632.0
406,338.0,634.0
407,340.0,636.0
408,341.0,637.0
409,342.0,638.0
410,343.0,638.0
411,344.0,638.0
412,347.0,639.0
413,350.0,640.0
414,352.0,642.0
415,354.0,644.0
416,375.0,640.0
417,396.0,636.0
418,422.0,631.0
419,448.0,626.0
420,471.0,620.0
421,494.0,614.0
422,515.0,607.0
423,536.0,600.0
424,557.0,597.0
425,578.0,594.0
426,576.0,594.0
427,574.0,594.0
428,571.0,597.0
429,568.0,600.0
430,564.0,602.0
431,560.0,604.0
432,557.0,606.0
433,554.0,608.0
434,565.0,604.0
435,576.0,600.0
436,595.0,590.0
437,614.0,580.0
438,634.0,568.0
439,654.0,556.0
440,673.0,544.0
441,692.0,532.0
442,709.0,517.0
443,726.0,502.0
444,740.0,485.0
445,754.0,468.0
446,766.0,453.0
447,778.0,438.0
448,790.0,423.0
449,802.0,408.0
450,812.0,391.0
451,822.0,374.0
452,832.0,358.0
453,842.0,342.0
454,850.0,335.0
455,858.0,328.0
456,854.0,328.0
457,850.0,328.0
458,847.0,329.0
459,844.0,330.0
460,844.0,330.0
461,844.0,330.0
462,843.0,330.0
463,842.0,330.0
464,845.0,329.0
465,848.0,328.0
466,851.0,327.0
467,854.0,326.0
468,860.0,315.0
469,866.0,304.0
470,864.0,285.0
471,862.0,266.0
472,850.0,249.0
473,838.0,232.0
474,819.0,216.0
475,800.0,200.0
476,777.0,184.0
477,754.0,168.0
478,730.0,152.0
479,706.0,136.0
480,682.0,121.0
481,658.0,106.0
482,650.0,100.0
483,642.0,94.0
484,636.0,91.0
485,630.0,88.0
486,627.0,86.0
487,624.0,84.0
488,624.0,85.0
489,624.0,86.0
490,625.0,87.0
491,626.0,88.0
492,624.0,87.0
493,622.0,86.0
494,622.0,85.0
495,622.0,84.0
496,620.0,83.0
497,618.0,82.0
498,602.0,79.0
499,586.0,76.0
500,555.0,74.0
501,524.0,72.0
502,491.0,69.0
503,458.0,66.0
504,424.0,62.0
505,390.0,58.0
506,356.0,55.0
507,322.0,52.0
508,289.0,46.0
509,256.0,40.0
510,225.0,34.0
511,194.0,28.0
512,161.0,23.0
513,128.0,18.0
514,96.0,13.0
515,64.0,8.0
516,38.0,4.0
517,12.0,0.0
518,11.0,0.0
519,10.0,0.0
520,10.0,0.0
521,10.0,0.0
522,10.0,0.0
523,10.0,0.0
524,11.0,0.0
525,12.0,0.0
526,11.0,0.0
527,10.0,0.0
528,11.0,0.0
529,12.0,0.0
530,13.0,0.0
531,14.0,0.0
532,7.0,0.0
533,0.0,0.0
534,0.0,0.0
535,0.0,0.0
536,0.0,0.0
537,0.0,0.0
538,1.0,0.0
539,2.0,0.0
540,2.0,0.0
541,2.0,0.0
542,3.0,3.0
543,4.0,6.0
544,5.0,10.0
545,6.0,14.0
546,5.0,20.0
547,4.0,26.0
548,7.0,30.0
549,10.0,34.0
550,12.0,42.0
551,14.0,50.0
552,16.0,56.0
553,18.0,62.0
554,22.0,70.0
555,26.0,78.0
556,29.0,84.0
557,32.0,90.0
558,34.0,97.0
559,36.0,104.0
560,38.0,110.0
561,40.0,116.0
562,45.0,123.0
563,50.0,130.0
564,51.0,136.0
565,52.0,142.0
566,58.0,150.0
567,64.0,158.0
568,67.0,164.0
569,70.0,170.0
570,71.0,175.0
571,72.0,180.0
572,73.0,183.0
573,74.0,186.0
574,74.0,188.0
575,74.0,190.0
576,73.0,191.0
577,72.0,192.0
578,73.0,191.0
579,74.0,190.0
580,69.0,190.0
581,64.0,190.0
582,58.0,188.0
583,52.0,186.0
584,48.0,185.0
585,44.0,184.0
586,48.0,192.0
587,52.0,200.0
588,54.0,206.0
589,56.0,212.0
590,60.0,219.0
591,64.0,226.0
592,68.0,235.0
593,72.0,244.0
594,76.0,253.0
595,80.0,262.0
596,82.0,270.0
597,84.0,278.0
598,87.0,285.0
599,90.0,292.0
600,91.0,298.0
601,92.0,304.0
602,90.0,304.0
603,88.0,304.0
604,85.0,302.0
605,82.0,300.0
606,78.0,298.0
607,74.0,296.0
608,68.0,293.0
609,62.0,290.0
610,55.0,288.0
611,48.0,286.0
612,47.0,286.0
613,46.0,286.0
614,47.0,289.0
615,48.0,292.0
616,53.0,297.0
617,58.0,302.0
618,63.0,305.0
619,68.0,308.0
620,77.0,311.0
621,86.0,314.0
622,96.0,317.0
623,106.0,320.0
624,120.0,322.0
625,134.0,324.0
626,149.0,328.0
627,164.0,332.0
628,175.0,335.0
629,186.0,338.0
630,197.0,342.0
631,208.0,346.0
632,220.0,349.0
633,232.0,352.0
634,239.0,355.0
635,246.0,358.0
636,260.0,360.0
637,274.0,362.0
638,288.0,366.0
639,302.0,370.0
640,304.0,372.0
641,306.0,374.0
642,302.0,373.0
643,298.0,372.0
644,293.0,373.0
645,288.0,374.0
646,280.0,376.0
647,272.0,378.0
648,264.0,380.0
649,256.0,382.0
650,251.0,383.0
651,246.0,384.0
652,253.0,389.0
653,260.0,394.0
654,268.0,401.0
655,276.0,408.0
656,288.0,414.0
657,300.0,420.0
658,310.0,424.0
659,320.0,428.0
660,329.0,431.0
661,338.0,434.0
662,349.0,436.0
663,360.0,438.0
664,369.0,441.0
665,378.0,444.0
666,387.0,446.0
667,396.0,448.0
668,404.0,450.0
669,412.0,452.0
670,425.0,455.0
671,438.0,458.0
672,452.0,459.0
673,466.0,460.0
674,478.0,463.0
675,490.0,466.0
676,488.0,465.0
677,486.0,464.0
678,482.0,463.0
679,478.0,462.0
680,476.0,461.0
681,474.0,460.0
682,469.0,461.0
683,464.0,462.0
684,458.0,463.0
685,452.0,464.0
686,466.0,458.0
687,480.0,452.0
688,499.0,439.0
689,518.0,426.0
690,538.0,410.0
691,558.0,394.0
692,575.0,379.0
693,592.0,364.0
694,610.0,350.0
695,628.0,336.0
696,642.0,323.0
697,656.0,310.0
698,672.0,297.0
699,688.0,284.0
700,689.0,282.0
701,690.0,280.0
702,693.0,278.0
703,696.0,276.0
704,695.0,274.0
705,694.0,272.0
706,694.0,271.0
707,694.0,270.0
708,694.0,269.0
709,694.0,268.0
710,701.0,270.0
711,708.0,272.0
712,715.0,272.0
713,722.0,272.0
714,727.0,272.0
715,732.0,272.0
716,748.0,270.0
717,764.0,268.0
718,779.0,269.0
719,794.0,270.0
720,802.0,269.0
721,810.0,268.0
722,820.0,267.0
723,830.0,266.0
724,845.0,266.0
725,860.0,266.0
726,863.0,266.0
727,866.0,266.0
728,864.0,263.0
729,862.0,260.0
730,863.0,258.0
731,864.0,256.0
732,864.0,253.0
733,864.0,250.0
734,865.0,250.0
735,866.0,250.0
736,859.0,253.0
737,852.0,256.0
738,846.0,261.0
739,840.0,266.0
740,833.0,271.0
741,826.0,276.0
742,822.0,282.0
743,818.0,288.0
744,815.0,294.0
745,812.0,300.0
746,809.0,305.0
747,806.0,310.0
748,802.0,315.0
749,798.0,320.0
750,796.0,321.0
751,794.0,322.0
752,795.0,320.0
753,796.0,318.0
754,793.0,316.0
755,790.0,314.0
756,790.0,311.0
757,790.0,308.0
758,787.0,304.0
759,784.0,300.0
760,780.0,292.0
761,776.0,284.0
762,767.0,265.0
763,758.0,246.0
764,738.0,225.0
765,718.0,204.0
766,687.0,184.0
767,656.0,164.0
768,625.0,146.0
769,594.0,128.0
770,564.0,112.0
771,534.0,96.0
772,509.0,84.0
773,484.0,72.0
774,477.0,69.0
775,470.0,66.0
776,463.0,63.0
777,456.0,60.0
778,450.0,57.0
779,444.0,54.0
780,439.0,50.0
781,434.0,46.0
782,427.0,41.0
783,420.0,36.0
784,407.0,33.0
785,394.0,30.0
786,390.0,31.0
787,386.0,32.0
788,380.0,35.0
789,374.0,38.0
790,365.0,42.0
791,356.0,46.0
792,354.0,50.0
793,352.0,54.0
794,353.0,60.0
795,354.0,66.0
796,355.0,73.0
797,356.0,80.0
798,358.0,85.0
799,360.0,90.0
800,360.0,97.0
801,360.0,104.0
802,362.0,111.0
803,364.0,118.0
804,372.0,128.0
805,380.0,138.0
806,392.0,148.0
807,404.0,158.0
808,416.0,167.0
809,428.0,176.0
810,439.0,184.0
811,450.0,192.0
812,461.0,198.0
813,472.0,204.0
814,479.0,209.0
815,486.0,214.0
816,485.0,219.0
817,484.0,224.0
818,485.0,227.0
819,486.0,230.0
820,486.0,230.0
821,486.0,230.0
822,485.0,231.0
823,484.0,232.0
824,481.0,231.0
825,478.0,230.0
826,486.0,235.0
827,494.0,240.0
828,500.0,245.0
829,506.0,250.0
830,517.0,256.0
831,528.0,262.0
832,541.0,268.0
833,554.0,274.0
834,568.0,279.0
835,582.0,284.0
836,598.0,290.0
837,614.0,296.0
838,624.0,298.0
839,634.0,300.0
840,646.0,305.0
841,658.0,310.0
842,671.0,314.0
843,684.0,318.0
844,695.0,321.0
845,706.0,324.0
846,710.0,322.0
847,714.0,320.0
848,714.0,320.0
849,714.0,320.0
850,715.0,320.0
851,716.0,320.0
852,715.0,319.0
853,714.0,318.0
854,722.0,311.0
855,730.0,304.0
856,740.0,289.0
857,750.0,274.0
858,751.0,255.0
859,752.0,236.0
860,749.0,216.0
861,746.0,196.0
862,742.0,175.0
863,738.0,154.0
864,733.0,136.0
865,728.0,118.0
866,727.0,111.0
867,726.0,104.0
868,728.0,100.0
869,730.0,96.0
870,732.0,94.0
871,734.0,92.0
872,736.0,89.0
873,738.0,86.0
874,741.0,84.0
875,744.0,82.0
876,737.0,77.0
877,730.0,72.0
878,717.0,71.0
879,704.0,70.0
880,688.0,73.0
881,672.0,76.0
882,655.0,79.0
883,638.0,82.0
884,623.0,87.0
885,608.0,92.0
886,593.0,101.0
887,578.0,110.0
888,564.0,121.0
889,550.0,132.0
890,533.0,144.0
891,516.0,156.0
892,501.0,167.0
893,486.0,178.0
894,487.0,185.0
895,488.0,192.0
896,492.0,199.0
897,496.0,206.0
898,500.0,212.0
899,504.0,218.0
900,505.0,222.0
901,506.0,226.0
902,507.0,230.0
903,508.0,234.0
904,509.0,237.0
905,510.0,240.0
906,514.0,248.0
907,518.0,256.0
908,522.0,265.0
909,526.0,274.0
910,529.0,284.0
911,532.0,294.0
912,536.0,301.0
913,540.0,308.0
914,542.0,320.0
915,544.0,332.0
916,547.0,341.0
917,550.0,350.0
918,552.0,360.0
919,554.0,370.0
920,557.0,383.0
921,560.0,396.0
922,563.0,407.0
923,566.0,418.0
924,573.0,428.0
925,580.0,438.0
926,593.0,448.0
927,606.0,458.0
928,621.0,467.0
929,636.0,476.0
930,649.0,485.0
931,662.0,494.0
932,674.0,501.0
933,686.0,508.0
934,691.0,512.0
935,696.0,516.0
936,698.0,518.0
937,700.0,520.0
938,702.0,525.0
939,704.0,530.0
940,707.0,534.0
941,710.0,538.0
942,717.0,542.0
943,724.0,546.0
944,742.0,546.0
945,760.0,546.0
946,787.0,547.0
947,814.0,548.0
948,839.0,545.0
949,864.0,542.0
950,891.0,538.0
951,918.0,534.0
952,945.0,530.0
953,972.0,526.0
954,999.0,519.0
955,1026.0,512.0
956,1028.0,514.0
957,1030.0,516.0
958,1033.0,518.0
959,1036.0,520.0
960,1037.0,521.0
961,1038.0,522.0
962,1042.0,526.0
963,1046.0,530.0
964,1046.0,531.0
965,1046.0,532.0
966,1030.0,523.0
967,1014.0,514.0
968,985.0,503.0
969,956.0,492.0
970,926.0,482.0
971,896.0,472.0
972,865.0,462.0
973,834.0,452.0
974,803.0,442.0
975,772.0,432.0
976,741.0,422.0
977,710.0,412.0
978,677.0,402.0
979,644.0,392.0
980,610.0,383.0
981,576.0,374.0
982,543.0,364.0
983,510.0,354.0
984,480.0,341.0
985,450.0,328.0
986,425.0,320.0
987,400.0,312.0
988,397.0,312.0
989,394.0,312.0
990,392.0,313.0
991,390.0,314.0
992,393.0,316.0
993,396.0,318.0
994,398.0,320.0
995,400.0,322.0
996,403.0,323.0
997,406.0,324.0
998,400.0,322.0
999,394.0,320.0
1000,381.0,317.0
1001,368.0,314.0
1002,356.0,312.0
1003,344.0,310.0
1004,332.0,307.0
1005,320.0,304.0
1006,316.0,305.0
1007,312.0,306.0
1008,312.0,309.0
1009,312.0,312.0
1010,315.0,317.0
1011,318.0,322.0
1012,325.0,327.0
1013,332.0,332.0
1014,339.0,336.0
1015,346.0,340.0
1016,353.0,348.0
1017,360.0,356.0
1018,364.0,363.0
1019,368.0,370.0
1020,372.0,373.0
1021,376.0,376.0
1022,380.0,377.0
1023,384.0,378.0
1024,385.0,381.0
1025,386.0,384.0
1026,385.0,384.0
1027,384.0,384.0
1028,382.0,384.0
1029,380.0,384.0
1030,379.0,385.0
1031,378.0,386.0
1032,376.0,386.0
1033,374.0,386.0
1034,371.0,385.0
1035,368.0,384.0
1036,368.0,384.0
1037,368.0,384.0
1038,371.0,387.0
1039,374.0,390.0
1040,382.0,394.0
1041,390.0,398.0
1042,399.0,402.0
1043,408.0,406.0
1044,419.0,412.0
1045,430.0,418.0
1046,442.0,423.0
1047,454.0,428.0
1048,469.0,431.0
1049,484.0,434.0
1050,500.0,437.0
1051,516.0,440.0
1052,527.0,443.0
1053,538.0,446.0
1054,540.0,447.0
1055,542.0,448.0
1056,544.0,448.0
1057,546.0,448.0
1058,547.0,447.0
1059,548.0,446.0
1060,547.0,446.0
1061,546.0,446.0
1062,553.0,449.0
1063,560.0,452.0
1064,566.0,453.0
1065,572.0,454.0
1066,576.0,455.0
1067,580.0,456.0
1068,588.0,459.0
1069,596.0,462.0
1070,606.0,462.0
1071,616.0,462.0
1072,630.0,462.0
1073,644.0,462.0
1074,665.0,463.0
1075,686.0,464.0
1076,705.0,464.0
1077,724.0,464.0
1078,748.0,463.0
1079,772.0,462.0
1080,778.0,463.0
1081,784.0,464.0
1082,781.0,466.0
1083,778.0,468.0
1084,778.0,470.0
1085,778.0,472.0
1086,775.0,473.0
1087,772.0,474.0
1088,772.0,475.0
1089,772.0,476.0
1090,770.0,478.0
1091,768.0,480.0
1092,768.0,482.0
1093,768.0,484.0
1094,768.0,486.0
1095,768.0,488.0
1096,771.0,482.0
1097,774.0,476.0
1098,784.0,467.0
1099,794.0,458.0
1100,805.0,445.0
1101,816.0,432.0
1102,826.0,418.0
1103,836.0,404.0
1104,842.0,387.0
1105,848.0,370.0
1106,847.0,352.0
1107,846.0,334.0
1108,848.0,317.0
1109,850.0,300.0
1110,852.0,282.0
1111,854.0,264.0
1112,855.0,246.0
1113,856.0,228.0
1114,856.0,213.0
1115,856.0,198.0
1116,856.0,196.0
1117,856.0,194.0
1118,855.0,192.0
1119,854.0,190.0
1120,855.0,188.0
1121,856.0,186.0
1122,856.0,185.0
1123,856.0,184.0
1124,854.0,181.0
1125,852.0,178.0
1126,843.0,168.0
1127,834.0,158.0
1128,817.0,144.0
1129,800.0,130.0
1130,772.0,117.0
1131,744.0,104.0
1132,715.0,93.0
1133,686.0,82.0
1134,658.0,68.0
1135,630.0,54.0
1136,599.0,44.0
1137,568.0,34.0
1138,538.0,26.0
1139,508.0,18.0
1140,479.0,9.0
1141,450.0,0.0
1142,422.0,0.0
1143,394.0,0.0
1144,366.0,0.0
1145,338.0,0.0
1146,321.0,0.0
1147,304.0,0.0
1148,298.0,0.0
1149,292.0,0.0
1150,288.0,0.0
1151,284.0,0.0
1152,282.0,0.0
1153,280.0,0.0
1154,276.0,0.0
1155,272.0,0.0
1156,268.0,0.0
1157,264.0,0.0
1158,260.0,0.0
1159,256.0,0.0
1160,249.0,0.0
1161,242.0,0.0
1162,243.0,6.0
1163,244.0,12.0
1164,245.0,20.0
1165,246.0,28.0
1166,247.0,39.0
1167,248.0,50.0
1168,253.0,60.0
1169,258.0,70.0
1170,263.0,80.0
1171,268.0,90.0
1172,274.0,102.0
1173,280.0,114.0
1174,281.0,126.0
1175,282.0,138.0
1176,284.0,146.0
1177,286.0,154.0
1178,287.0,160.0
1179,288.0,166.0
1180,285.0,176.0
1181,282.0,186.0
1182,282.0,193.0
1183,282.0,200.0
1184,282.0,206.0
1185,282.0,212.0
1186,281.0,218.0
1187,280.0,224.0
1188,288.0,233.0
1189,296.0,242.0
1190,302.0,255.0
1191,308.0,268.0
1192,317.0,281.0
1193,326.0,294.0
1194,337.0,305.0
1195,348.0,316.0
1196,353.0,328.0
1197,358.0,340.0
